PaymentMethod_Electronic_check,tenure_group_61_72,Dependents_Yes,TechSupport_Yes,InternetService_No,MonthlyCharges,StreamingTV_No_internet_service,StreamingMovies_No_internet_service,Contract_One_year,PaperlessBilling_Yes,OnlineBackup_No_internet_service,DeviceProtection_No_internet_service,TotalCharges,InternetService_Fiber_optic,OnlineSecurity_No_internet_service,OnlineSecurity_Yes,Contract_Two_year,TechSupport_No_internet_service
1.0,0.0,0.0,0.0,1.0,25.05,1.0,1.0,1.0,0.0,1.0,1.0,949.85,0.0,1.0,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,74.85,0.0,0.0,0.0,1.0,0.0,0.0,572.45,1.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,0.0,1.0,20.5,1.0,1.0,0.0,0.0,1.0,1.0,696.8,0.0,1.0,0.0,1.0,1.0
0.0,0.0,0.0,1.0,0.0,63.55,0.0,0.0,0.0,1.0,0.0,0.0,1381.8,0.0,0.0,1.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,44.85,0.0,0.0,0.0,1.0,0.0,0.0,2572.95,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,47.95,0.0,0.0,0.0,0.0,0.0,0.0,47.95,0.0,0.0,1.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,45.1,0.0,0.0,0.0,0.0,0.0,0.0,45.1,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,1.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,1.0,0.0,96.0,0.0,0.0,0.0,1.0,0.0,0.0,2122.45,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,20.05,1.0,1.0,0.0,0.0,1.0,1.0,20.05,0.0,1.0,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,90.05,0.0,0.0,0.0,1.0,0.0,0.0,4931.8,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,25.3,1.0,1.0,0.0,1.0,1.0,1.0,116.95,0.0,1.0,0.0,1.0,1.0
0.0,1.0,1.0,1.0,0.0,108.65,0.0,0.0,0.0,0.0,0.0,0.0,6937.95,1.0,0.0,1.0,1.0,0.0
1.0,0.0,0.0,0.0,1.0,24.3,1.0,1.0,1.0,0.0,1.0,1.0,1261.7,0.0,1.0,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,75.95,0.0,0.0,0.0,1.0,0.0,0.0,3273.8,0.0,0.0,1.0,0.0,0.0
0.0,1.0,1.0,0.0,1.0,19.7,1.0,1.0,0.0,0.0,1.0,1.0,1415.85,0.0,1.0,0.0,1.0,1.0
0.0,0.0,0.0,0.0,0.0,66.4,0.0,0.0,1.0,0.0,0.0,0.0,3958.2,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,35.75,0.0,0.0,1.0,1.0,0.0,0.0,2492.25,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,18.8,1.0,1.0,1.0,0.0,1.0,1.0,279.2,0.0,1.0,0.0,0.0,1.0
0.0,0.0,1.0,0.0,1.0,19.4,1.0,1.0,0.0,0.0,1.0,1.0,1083.0,0.0,1.0,0.0,1.0,1.0
0.0,0.0,0.0,0.0,1.0,19.3,1.0,1.0,1.0,0.0,1.0,1.0,755.5,0.0,1.0,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,45.55,0.0,0.0,0.0,1.0,0.0,0.0,402.6,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,67.45,0.0,0.0,0.0,1.0,0.0,0.0,3252.0,0.0,0.0,1.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,35.1,0.0,0.0,0.0,1.0,0.0,0.0,68.75,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,46.2,0.0,0.0,0.0,0.0,0.0,0.0,46.2,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,45.15,0.0,0.0,0.0,0.0,0.0,0.0,45.15,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,43.3,0.0,0.0,0.0,1.0,0.0,0.0,43.3,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,0.0,1.0,20.1,1.0,1.0,0.0,1.0,1.0,1.0,936.85,0.0,1.0,0.0,1.0,1.0
0.0,0.0,0.0,0.0,0.0,57.15,0.0,0.0,0.0,1.0,0.0,0.0,2250.65,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,1.0,0.0,58.9,0.0,0.0,0.0,0.0,0.0,0.0,3857.1,0.0,0.0,1.0,1.0,0.0
1.0,0.0,0.0,0.0,0.0,73.2,0.0,0.0,0.0,1.0,0.0,0.0,1441.1,1.0,0.0,1.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,85.35,0.0,0.0,0.0,1.0,0.0,0.0,4338.6,1.0,0.0,0.0,0.0,0.0
0.0,1.0,1.0,0.0,1.0,19.45,1.0,1.0,0.0,0.0,1.0,1.0,1378.45,0.0,1.0,0.0,1.0,1.0
0.0,0.0,0.0,0.0,0.0,45.95,0.0,0.0,0.0,0.0,0.0,0.0,45.95,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,1.0,0.0,50.5,0.0,0.0,0.0,1.0,0.0,0.0,2566.3,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,25.1,1.0,1.0,1.0,0.0,1.0,1.0,171.0,0.0,1.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,60.7,0.0,0.0,1.0,0.0,0.0,0.0,1597.4,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,99.0,0.0,0.0,1.0,1.0,0.0,0.0,4744.35,1.0,0.0,0.0,0.0,0.0
0.0,1.0,1.0,1.0,0.0,104.4,0.0,0.0,1.0,1.0,0.0,0.0,6721.6,1.0,0.0,1.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,83.75,0.0,0.0,0.0,0.0,0.0,0.0,247.25,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,44.05,0.0,0.0,0.0,1.0,0.0,0.0,44.05,0.0,0.0,0.0,0.0,0.0
0.0,1.0,1.0,0.0,1.0,24.1,1.0,1.0,0.0,0.0,1.0,1.0,1734.65,0.0,1.0,0.0,1.0,1.0
0.0,0.0,0.0,0.0,0.0,45.55,0.0,0.0,0.0,1.0,0.0,0.0,45.55,0.0,0.0,0.0,0.0,0.0
1.0,0.0,1.0,0.0,0.0,93.8,0.0,0.0,0.0,1.0,0.0,0.0,4539.35,1.0,0.0,1.0,0.0,0.0
0.0,0.0,1.0,0.0,1.0,19.7,1.0,1.0,0.0,0.0,1.0,1.0,804.25,0.0,1.0,0.0,1.0,1.0
0.0,1.0,1.0,0.0,0.0,70.65,0.0,0.0,0.0,1.0,0.0,0.0,5011.15,0.0,0.0,1.0,1.0,0.0
0.0,0.0,0.0,1.0,0.0,86.45,0.0,0.0,0.0,0.0,0.0,0.0,3574.5,0.0,0.0,1.0,1.0,0.0
0.0,1.0,0.0,1.0,0.0,114.1,0.0,0.0,0.0,1.0,0.0,0.0,8086.4,1.0,0.0,1.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,95.2,0.0,0.0,1.0,1.0,0.0,0.0,4563.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,1.0,0.0,88.55,0.0,0.0,0.0,0.0,0.0,0.0,6362.35,0.0,0.0,1.0,1.0,0.0
0.0,0.0,0.0,0.0,1.0,20.75,1.0,1.0,0.0,1.0,1.0,1.0,67.1,0.0,1.0,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,70.05,0.0,0.0,0.0,1.0,0.0,0.0,70.05,1.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,86.0,0.0,0.0,0.0,1.0,0.0,0.0,165.45,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,44.65,0.0,0.0,0.0,1.0,0.0,0.0,1156.55,0.0,0.0,1.0,0.0,0.0
0.0,0.0,1.0,0.0,0.0,60.2,0.0,0.0,0.0,1.0,0.0,0.0,1834.15,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,1.0,0.0,100.5,0.0,0.0,0.0,1.0,0.0,0.0,3653.35,1.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,55.45,0.0,0.0,1.0,0.0,0.0,0.0,1477.65,0.0,0.0,1.0,0.0,0.0
0.0,0.0,1.0,1.0,0.0,70.3,0.0,0.0,0.0,1.0,0.0,0.0,1706.45,0.0,0.0,1.0,0.0,0.0
0.0,1.0,1.0,1.0,0.0,60.4,0.0,0.0,0.0,1.0,0.0,0.0,3953.7,0.0,0.0,1.0,1.0,0.0
1.0,0.0,0.0,0.0,0.0,72.65,0.0,0.0,0.0,0.0,0.0,0.0,1194.3,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,55.8,0.0,0.0,1.0,0.0,0.0,0.0,1327.85,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,31.1,0.0,0.0,0.0,1.0,0.0,0.0,419.7,0.0,0.0,0.0,0.0,0.0
1.0,0.0,1.0,0.0,1.0,21.0,1.0,1.0,0.0,1.0,1.0,1.0,21.0,0.0,1.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,45.1,0.0,0.0,0.0,0.0,0.0,0.0,45.1,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,50.95,0.0,0.0,0.0,1.0,0.0,0.0,207.35,0.0,0.0,0.0,0.0,0.0
1.0,0.0,1.0,0.0,0.0,69.1,0.0,0.0,0.0,1.0,0.0,0.0,1083.7,0.0,0.0,1.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,43.95,0.0,0.0,0.0,1.0,0.0,0.0,2007.85,0.0,0.0,0.0,0.0,0.0
0.0,1.0,1.0,1.0,0.0,86.5,0.0,0.0,0.0,1.0,0.0,0.0,5882.75,0.0,0.0,1.0,1.0,0.0
1.0,0.0,0.0,1.0,0.0,69.95,0.0,0.0,0.0,0.0,0.0,0.0,2657.55,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,50.4,0.0,0.0,0.0,1.0,0.0,0.0,1527.5,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,78.95,0.0,0.0,0.0,0.0,0.0,0.0,378.4,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,90.95,0.0,0.0,0.0,1.0,0.0,0.0,1612.2,1.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,0.0,1.0,19.9,1.0,1.0,0.0,0.0,1.0,1.0,76.65,0.0,1.0,0.0,1.0,1.0
1.0,0.0,0.0,0.0,1.0,20.15,1.0,1.0,1.0,0.0,1.0,1.0,260.7,0.0,1.0,0.0,0.0,1.0
0.0,1.0,1.0,1.0,0.0,90.6,0.0,0.0,0.0,1.0,0.0,0.0,6441.85,0.0,0.0,1.0,1.0,0.0
1.0,0.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,1.0,0.0,0.0,266.8,1.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,1.0,0.0,94.45,0.0,0.0,0.0,1.0,0.0,0.0,5124.6,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,24.85,1.0,1.0,1.0,1.0,1.0,1.0,962.25,0.0,1.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,36.0,0.0,0.0,1.0,0.0,0.0,0.0,1382.9,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,1.0,0.0,78.5,0.0,0.0,0.0,1.0,0.0,0.0,571.05,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,1.0,19.95,1.0,1.0,0.0,0.0,1.0,1.0,1399.35,0.0,1.0,0.0,1.0,1.0
0.0,0.0,1.0,0.0,1.0,20.65,1.0,1.0,1.0,0.0,1.0,1.0,150.0,0.0,1.0,0.0,0.0,1.0
1.0,0.0,1.0,0.0,0.0,30.5,0.0,0.0,0.0,1.0,0.0,0.0,167.2,0.0,0.0,0.0,0.0,0.0
0.0,1.0,1.0,1.0,0.0,106.1,0.0,0.0,0.0,0.0,0.0,0.0,7657.4,1.0,0.0,1.0,1.0,0.0
0.0,0.0,1.0,0.0,1.0,20.5,1.0,1.0,1.0,1.0,1.0,1.0,865.05,0.0,1.0,0.0,0.0,1.0
1.0,1.0,0.0,0.0,0.0,95.5,0.0,0.0,1.0,1.0,0.0,0.0,6153.85,1.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,1.0,0.0,64.6,0.0,0.0,0.0,0.0,0.0,0.0,174.2,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,0.0,51.1,0.0,0.0,0.0,1.0,0.0,0.0,1269.6,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,84.8,0.0,0.0,0.0,1.0,0.0,0.0,3862.55,1.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,1.0,0.0,89.1,0.0,0.0,0.0,0.0,0.0,0.0,6352.4,0.0,0.0,1.0,1.0,0.0
1.0,0.0,0.0,1.0,0.0,54.95,0.0,0.0,0.0,0.0,0.0,0.0,1348.5,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,50.9,0.0,0.0,0.0,0.0,0.0,0.0,50.9,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,20.45,1.0,1.0,0.0,1.0,1.0,1.0,471.55,0.0,1.0,0.0,0.0,1.0
0.0,1.0,1.0,1.0,0.0,85.95,0.0,0.0,0.0,1.0,0.0,0.0,5931.75,0.0,0.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0,0.0,60.35,0.0,0.0,0.0,0.0,0.0,0.0,1404.65,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,0.0,1.0,19.8,1.0,1.0,0.0,0.0,1.0,1.0,726.1,0.0,1.0,0.0,1.0,1.0
0.0,0.0,1.0,0.0,0.0,85.35,0.0,0.0,0.0,0.0,0.0,0.0,1961.6,1.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,1.0,0.0,72.1,0.0,0.0,0.0,1.0,0.0,0.0,4194.85,0.0,0.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0,0.0,99.8,0.0,0.0,0.0,1.0,0.0,0.0,4872.45,1.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,1.0,0.0,107.35,0.0,0.0,0.0,1.0,0.0,0.0,5118.95,1.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,0.0,1.0,19.55,1.0,1.0,0.0,1.0,1.0,1.0,658.95,0.0,1.0,0.0,0.0,1.0
1.0,0.0,1.0,0.0,0.0,81.05,0.0,0.0,0.0,1.0,0.0,0.0,81.05,1.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,1.0,20.5,1.0,1.0,0.0,1.0,1.0,1.0,76.95,0.0,1.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,111.8,0.0,0.0,1.0,1.0,0.0,0.0,5809.75,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,20.2,1.0,1.0,0.0,0.0,1.0,1.0,20.2,0.0,1.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0,19.7,1.0,1.0,1.0,1.0,1.0,1.0,415.9,0.0,1.0,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,79.1,0.0,0.0,0.0,1.0,0.0,0.0,246.5,1.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,19.85,1.0,1.0,1.0,1.0,1.0,1.0,996.95,0.0,1.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,60.5,0.0,0.0,1.0,1.0,0.0,0.0,3145.15,0.0,0.0,1.0,0.0,0.0
0.0,0.0,1.0,0.0,1.0,19.55,1.0,1.0,0.0,0.0,1.0,1.0,265.3,0.0,1.0,0.0,1.0,1.0
0.0,0.0,0.0,0.0,1.0,20.9,1.0,1.0,0.0,0.0,1.0,1.0,20.9,0.0,1.0,0.0,0.0,1.0
0.0,0.0,1.0,0.0,1.0,21.05,1.0,1.0,0.0,1.0,1.0,1.0,21.05,0.0,1.0,0.0,0.0,1.0
1.0,1.0,0.0,1.0,0.0,71.5,0.0,0.0,1.0,0.0,0.0,0.0,4576.3,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,54.65,0.0,0.0,0.0,0.0,0.0,0.0,189.1,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,19.2,1.0,1.0,0.0,0.0,1.0,1.0,908.15,0.0,1.0,0.0,1.0,1.0
0.0,0.0,0.0,0.0,0.0,49.8,0.0,0.0,0.0,1.0,0.0,0.0,49.8,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,0.0,0.0,25.5,0.0,0.0,0.0,0.0,0.0,0.0,215.2,0.0,0.0,0.0,0.0,0.0
0.0,1.0,1.0,0.0,1.0,20.5,1.0,1.0,0.0,0.0,1.0,1.0,1500.95,0.0,1.0,0.0,1.0,1.0
0.0,0.0,1.0,0.0,0.0,90.4,0.0,0.0,0.0,1.0,0.0,0.0,5099.15,1.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,1.0,0.0,90.25,0.0,0.0,1.0,1.0,0.0,0.0,6385.95,1.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,80.75,0.0,0.0,0.0,0.0,0.0,0.0,159.45,1.0,0.0,0.0,0.0,0.0
0.0,1.0,1.0,1.0,0.0,104.6,0.0,0.0,0.0,0.0,0.0,0.0,6885.75,1.0,0.0,1.0,1.0,0.0
0.0,1.0,0.0,0.0,0.0,91.85,0.0,0.0,0.0,1.0,0.0,0.0,5940.85,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,50.2,0.0,0.0,0.0,0.0,0.0,0.0,668.85,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,1.0,0.0,95.5,0.0,0.0,0.0,1.0,0.0,0.0,1916.2,1.0,0.0,0.0,0.0,0.0
1.0,0.0,1.0,0.0,0.0,75.35,0.0,0.0,0.0,1.0,0.0,0.0,75.35,1.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,75.45,0.0,0.0,0.0,1.0,0.0,0.0,75.45,1.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,0.0,0.0,95.4,0.0,0.0,0.0,1.0,0.0,0.0,4613.95,1.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,101.3,0.0,0.0,0.0,1.0,0.0,0.0,7261.25,1.0,0.0,1.0,1.0,0.0
1.0,0.0,0.0,0.0,0.0,53.1,0.0,0.0,0.0,0.0,0.0,0.0,2459.8,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,84.85,0.0,0.0,0.0,1.0,0.0,0.0,2048.8,1.0,0.0,0.0,0.0,0.0
1.0,0.0,1.0,1.0,0.0,34.25,0.0,0.0,0.0,0.0,0.0,0.0,163.55,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,1.0,0.0,88.6,0.0,0.0,0.0,0.0,0.0,0.0,2888.7,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,60.15,0.0,0.0,1.0,1.0,0.0,0.0,2421.6,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,99.95,0.0,0.0,1.0,1.0,0.0,0.0,2292.75,1.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,70.7,0.0,0.0,0.0,0.0,0.0,0.0,553.4,1.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,54.8,0.0,0.0,1.0,1.0,0.0,0.0,3465.7,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,49.55,0.0,0.0,0.0,1.0,0.0,0.0,1210.4,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,54.8,0.0,0.0,0.0,0.0,0.0,0.0,1291.3,0.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,1.0,0.0,78.6,0.0,0.0,1.0,1.0,0.0,0.0,5356.45,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,100.3,0.0,0.0,1.0,1.0,0.0,0.0,5200.8,1.0,0.0,0.0,0.0,0.0
1.0,1.0,0.0,0.0,0.0,53.6,0.0,0.0,0.0,0.0,0.0,0.0,3237.05,0.0,0.0,1.0,1.0,0.0
1.0,0.0,0.0,0.0,0.0,81.1,0.0,0.0,0.0,1.0,0.0,0.0,576.65,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,19.35,1.0,1.0,1.0,1.0,1.0,1.0,433.75,0.0,1.0,0.0,0.0,1.0
1.0,0.0,1.0,0.0,0.0,85.6,0.0,0.0,0.0,0.0,0.0,0.0,1868.4,1.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,0.0,80.8,0.0,0.0,0.0,1.0,0.0,0.0,5728.55,0.0,0.0,1.0,1.0,0.0
1.0,0.0,0.0,0.0,0.0,74.95,0.0,0.0,0.0,1.0,0.0,0.0,825.7,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,19.6,1.0,1.0,0.0,0.0,1.0,1.0,390.4,0.0,1.0,0.0,1.0,1.0
1.0,0.0,0.0,0.0,0.0,93.55,0.0,0.0,0.0,1.0,0.0,0.0,93.55,1.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,90.7,0.0,0.0,0.0,1.0,0.0,0.0,2845.15,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,0.0,69.75,0.0,0.0,0.0,0.0,0.0,0.0,3894.4,0.0,0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0,1.0,20.0,1.0,1.0,0.0,1.0,1.0,1.0,886.4,0.0,1.0,0.0,1.0,1.0
1.0,0.0,0.0,0.0,0.0,95.25,0.0,0.0,0.0,1.0,0.0,0.0,1021.55,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,0.0,102.1,0.0,0.0,0.0,1.0,0.0,0.0,5885.4,1.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,0.0,1.0,19.95,1.0,1.0,0.0,0.0,1.0,1.0,268.4,0.0,1.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,80.85,0.0,0.0,1.0,0.0,0.0,0.0,2204.35,0.0,0.0,1.0,0.0,0.0
0.0,0.0,1.0,0.0,0.0,90.9,0.0,0.0,0.0,1.0,0.0,0.0,1259.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,0.0,0.0,29.2,0.0,0.0,0.0,0.0,0.0,0.0,309.1,0.0,0.0,0.0,0.0,0.0
0.0,1.0,1.0,1.0,0.0,93.3,0.0,0.0,0.0,1.0,0.0,0.0,6398.05,1.0,0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0,0.0,89.15,0.0,0.0,0.0,1.0,0.0,0.0,2257.75,1.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,108.85,0.0,0.0,1.0,1.0,0.0,0.0,6287.25,1.0,0.0,1.0,0.0,0.0
0.0,0.0,1.0,1.0,0.0,46.35,0.0,0.0,0.0,1.0,0.0,0.0,1662.05,0.0,0.0,1.0,1.0,0.0
1.0,0.0,0.0,0.0,0.0,84.75,0.0,0.0,0.0,1.0,0.0,0.0,1350.15,1.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,0.0,0.0,78.75,0.0,0.0,1.0,0.0,0.0,0.0,3600.65,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,83.55,0.0,0.0,0.0,1.0,0.0,0.0,1329.15,1.0,0.0,0.0,0.0,0.0
1.0,0.0,1.0,0.0,0.0,45.7,0.0,0.0,0.0,1.0,0.0,0.0,45.7,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,19.6,1.0,1.0,1.0,0.0,1.0,1.0,422.5,0.0,1.0,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,69.95,0.0,0.0,0.0,1.0,0.0,0.0,69.95,1.0,0.0,0.0,0.0,0.0
0.0,1.0,1.0,1.0,0.0,67.85,0.0,0.0,0.0,0.0,0.0,0.0,4627.65,0.0,0.0,1.0,1.0,0.0
0.0,1.0,1.0,1.0,0.0,105.65,0.0,0.0,0.0,1.0,0.0,0.0,6717.9,1.0,0.0,0.0,1.0,0.0
1.0,0.0,0.0,0.0,0.0,44.6,0.0,0.0,0.0,0.0,0.0,0.0,97.1,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,74.95,0.0,0.0,0.0,1.0,0.0,0.0,1710.45,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,75.5,0.0,0.0,0.0,0.0,0.0,0.0,637.4,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,20.15,1.0,1.0,0.0,0.0,1.0,1.0,117.95,0.0,1.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,45.2,0.0,0.0,0.0,0.0,0.0,0.0,2460.55,0.0,0.0,1.0,1.0,0.0
1.0,0.0,0.0,0.0,0.0,95.25,0.0,0.0,0.0,1.0,0.0,0.0,5464.65,1.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,89.85,0.0,0.0,0.0,1.0,0.0,0.0,2165.05,1.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,0.0,0.0,100.45,0.0,0.0,1.0,0.0,0.0,0.0,4941.8,1.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,47.15,0.0,0.0,0.0,0.0,0.0,0.0,223.15,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,80.2,0.0,0.0,0.0,1.0,0.0,0.0,181.1,1.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,1.0,0.0,87.1,0.0,0.0,0.0,1.0,0.0,0.0,341.45,1.0,0.0,0.0,0.0,0.0
0.0,1.0,1.0,1.0,0.0,79.25,0.0,0.0,0.0,1.0,0.0,0.0,5731.85,0.0,0.0,1.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,75.9,0.0,0.0,0.0,1.0,0.0,0.0,357.75,1.0,0.0,0.0,0.0,0.0
1.0,0.0,1.0,1.0,0.0,85.7,0.0,0.0,0.0,0.0,0.0,0.0,4616.1,0.0,0.0,1.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,98.75,0.0,0.0,0.0,1.0,0.0,0.0,4533.7,1.0,0.0,1.0,0.0,0.0
0.0,0.0,1.0,0.0,1.0,20.1,1.0,1.0,1.0,0.0,1.0,1.0,589.25,0.0,1.0,0.0,0.0,1.0
0.0,0.0,1.0,1.0,0.0,61.8,0.0,0.0,0.0,0.0,0.0,0.0,750.1,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,0.0,0.0,49.9,0.0,0.0,0.0,0.0,0.0,0.0,1410.25,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,86.45,0.0,0.0,0.0,0.0,0.0,0.0,830.85,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,20.4,1.0,1.0,0.0,0.0,1.0,1.0,743.5,0.0,1.0,0.0,1.0,1.0
